OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Kidney	de_Kidney	gene_name
OG_0000039	FHL5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000082	HDAC5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000087	CLCN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000094	CLCN3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000115	ENTPD5	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000145	stringtie_mRNA_33679	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000149	TRPM6	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000194	SLC4A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000229	MICAL1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000278	SYNE2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000315	LOC101233554	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000316	LOC115497385	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000317	SLC2A11L4	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000394	CYP51A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000397	CYP7A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000398	CYP7B1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000400	CYP11A1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000405	LOC100228937	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000406	LOC100231862	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000413	LOC140680449	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000416	LOC100230890	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001082	LOC100223404	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001094	SLC6A6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001116	stringtie_mRNA_44623	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001117	ABCA7	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0001121	PDLIM3	taeGut_geneID	TRUE	1	0	FALSE	TRUE	1	PDLIM3
OG_0001155	ASAP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001165	stringtie_mRNA_23724	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001172	EPHB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001202	CLOCK	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001280	ABCG4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001284	ABCB11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001285	ABCB5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001291	ABCC4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001355	RERG	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001415	ARHGEF4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001479	PLXND1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001480	stringtie_mRNA_17996	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001613	DRP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001632	CTNND2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001648	RBFOX3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001705	ARSG	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0001959	DGKG	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001988	FGFR1	galGal_geneID	TRUE	1	0	FALSE	TRUE	1	FGFR1
OG_0002187	ING5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002246	DACT1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002287	NR4A3	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002317	HPGDS	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002318	LOC100218258	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002365	MTUS1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002380	DPF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002423	MAP3K1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002425	ITGA8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002459	RBM24	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002490	SAP130	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002519	DHX58	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002545	PLAU	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002557	CASP8AP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002576	CCDC186	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002594	DNAJC18	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002649	ITGB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002654	ITGB6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002712	STX1A	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002718	STX2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002772	BAS	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002819	LOC100223684	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002837	TSPAN9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002848	SCAF4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002863	MST1R	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0002930	RGS8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002932	LOC100229508	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002946	NFE2L2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003003	Tpp2	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003019	SEPTIN6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003022	SEPTIN14	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003045	ENTREP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003064	CTDSPL	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003104	LOC100229375	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003117	FGD5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003151	CDK17	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003156	REV3L	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003159	NEDD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003254	CLUH	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003268	CHST11	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003272	CHST9	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
