OG_ID	rep_gene_name	rep_name_source	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Heart	de_Heart	gene_name
OG_0000012	TNS4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000082	HDAC5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0000086	CLCN7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001155	ASAP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001165	stringtie_mRNA_23724	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001172	EPHB1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001281	ABCB7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001374	RAB1A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001415	ARHGEF4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001648	RBFOX3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001937	TENM4	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001976	CPAMD8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001978	LOC100231773	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0001988	FGFR1	galGal_geneID	TRUE	1	0	FALSE	TRUE	1	FGFR1
OG_0002016	KCNA5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002266	OGT	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002273	TAF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002287	NR4A3	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002292	ITK	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002405	ITGB4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002423	MAP3K1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002446	CD36	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002450	stringtie_mRNA_57594	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002464	SLAIN2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002507	CTNNA2	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0002557	CASP8AP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002594	DNAJC18	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002603	PCNX4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002712	STX1A	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002877	SGMS1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002930	RGS8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002937	RGS4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0002946	NFE2L2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003045	ENTREP3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003155	SCP2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003159	NEDD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003164	KAT2B	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003201	C1R	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003202	C1S	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003243	DDX18	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003244	DDX10	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003255	LOC100221249	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003280	FOXO3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003300	SSTR2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003303	LOC100224677	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003322	P3H1	taeGut_geneID	FALSE	0	0	TRUE	TRUE	1	NA
OG_0003327	MCM8	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003331	MCM3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003336	MIPEP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003399	DPY19L3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003415	TMOD2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003485	stringtie_mRNA_14522	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003535	NET1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003667	abcb6	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003689	SYDE2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003727	PPIL3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003729	PPIL4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003751	IP6K3	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003764	Etv5	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003800	MFN1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0003835	BCO1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004022	AMBRA1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004074	STEAP4	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004075	STEAP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004095	DUSP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004097	NRAP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004099	Cabin1	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004130	ACAA2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004158	BMP7	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004166	MXRA5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004170	ANKLE2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004175	DYNC1LI1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004181	EWSR1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004277	SNX14	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004295	CANX	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004306	GFPT2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004368	CILP	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004407	PDK1	galGal_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004443	FYB2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004611	RSBN1L	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004676	STT3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004681	GEMIN5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004713	GGT5	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004720	MTF2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004750	TENT5A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004756	FZR1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004785	GSR	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004811	SYNPO	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004817	DZIP1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004824	TFPI2	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004834	ARHGEF16	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004838	P2RY6	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004839	stringtie_mRNA_39499	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004843	BACH1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004844	GRIN3A	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004847	PTCHD1	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004883	MYOF	taeGut_geneID	FALSE	0	0	FALSE	TRUE	1	NA
OG_0004931	USP24	parsed_from_gene_id	FALSE	0	0	FALSE	TRUE	1	NA
