OG_ID	gene_name	aBSREL_any	absrel_num_dry_branches	absrel_dry_ge2	CNEE_bf3plus	Expr_any_Kidney	de_Kidney
OG_0000039	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000082	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000087	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000094	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000115	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000145	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000149	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000194	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000229	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000278	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000315	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000316	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000317	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000394	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000397	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000398	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000400	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000405	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000406	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000413	NA	FALSE	0	0	FALSE	TRUE	1
OG_0000416	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001082	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001094	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001116	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001117	NA	FALSE	0	0	TRUE	TRUE	1
OG_0001121	PDLIM3	TRUE	1	0	FALSE	TRUE	1
OG_0001155	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001165	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001172	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001202	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001280	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001284	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001285	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001291	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001355	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001415	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001479	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001480	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001613	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001632	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001648	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001705	NA	FALSE	0	0	TRUE	TRUE	1
OG_0001959	NA	FALSE	0	0	FALSE	TRUE	1
OG_0001988	FGFR1	TRUE	1	0	FALSE	TRUE	1
OG_0002187	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002246	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002287	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002317	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002318	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002365	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002380	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002423	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002425	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002459	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002490	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002519	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002545	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002557	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002576	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002594	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002649	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002654	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002712	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002718	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002772	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002819	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002837	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002848	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002863	NA	FALSE	0	0	TRUE	TRUE	1
OG_0002930	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002932	NA	FALSE	0	0	FALSE	TRUE	1
OG_0002946	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003003	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003019	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003022	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003045	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003064	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003104	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003117	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003151	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003156	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003159	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003254	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003268	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003272	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003280	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003303	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003319	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003336	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003352	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003402	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003515	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003538	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003543	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003624	NA	FALSE	0	0	TRUE	TRUE	1
OG_0003667	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003685	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003729	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003779	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003806	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003808	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003913	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003932	NA	FALSE	0	0	FALSE	TRUE	1
OG_0003967	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004019	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004021	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004054	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004080	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004095	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004103	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004108	NA	FALSE	0	0	TRUE	TRUE	1
OG_0004134	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004138	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004144	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004197	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004229	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004232	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004254	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004297	NA	FALSE	0	0	FALSE	TRUE	1
OG_0004326	NA	FALSE	0	0	FALSE	TRUE	1
